time_s,ax,ay,az,gx,gy,gz,current,voltage,power,label
60.38,512.0,-496.0,20440.0,-387.0,-152.0,-64.0,0.451,12.37,5.57,defect
60.489,-2408.0,-1576.0,24580.0,-332.0,-290.0,-181.0,0.29,12.31,3.57,defect
60.597,356.0,-324.0,21876.0,-429.0,251.0,-140.0,0.143,12.24,1.75,defect
60.706,5304.0,-1336.0,18692.0,-440.0,1234.0,-38.0,0.114,12.22,1.39,defect
60.813,1780.0,-856.0,19824.0,-345.0,349.0,89.0,0.173,12.26,2.13,defect
60.921,-1816.0,16.0,22096.0,-337.0,-190.0,-14.0,0.319,12.33,3.94,defect
61.03,-2456.0,376.0,23908.0,-475.0,-199.0,-210.0,0.424,12.37,5.25,defect
61.137,772.0,-1620.0,21348.0,-405.0,137.0,-212.0,0.449,12.36,5.54,defect
61.245,1620.0,-84.0,20376.0,-332.0,393.0,13.0,0.301,12.3,3.69,defect
61.354,1004.0,824.0,19352.0,-277.0,-801.0,-86.0,0.169,12.24,2.06,defect
61.463,-3152.0,-736.0,24124.0,-427.0,-225.0,-193.0,0.113,12.22,1.39,defect
61.569,2612.0,912.0,20560.0,-430.0,597.0,19.0,0.169,12.26,2.08,defect
61.679,1824.0,220.0,20780.0,-349.0,335.0,-21.0,0.331,12.36,4.09,defect
61.786,1264.0,456.0,19508.0,-373.0,317.0,-86.0,0.47,12.38,5.82,defect
61.895,368.0,396.0,21772.0,-393.0,-182.0,88.0,0.444,12.36,5.48,defect
62.003,-1116.0,-984.0,22776.0,-400.0,-71.0,-185.0,0.261,12.29,3.95,defect
62.11,1392.0,432.0,21388.0,-442.0,687.0,-207.0,0.148,12.24,1.81,defect
62.219,772.0,-1724.0,21328.0,-367.0,689.0,-175.0,0.113,12.22,1.39,defect
62.326,3172.0,-1104.0,19956.0,-89.0,501.0,8.0,0.208,12.28,2.56,defect
62.434,772.0,532.0,20028.0,-402.0,336.0,-6.0,0.355,12.35,4.38,defect
62.543,1320.0,-1820.0,22184.0,-410.0,368.0,-167.0,0.443,12.38,5.48,defect
62.651,-4724.0,-196.0,23452.0,-442.0,-911.0,-71.0,0.427,12.35,5.27,defect
62.758,-872.0,-1976.0,20792.0,-297.0,114.0,-159.0,0.268,12.3,3.29,defect
62.867,444.0,-432.0,20644.0,-338.0,260.0,-76.0,0.158,12.24,1.93,defect
62.975,2492.0,128.0,23160.0,-388.0,513.0,-149.0,0.118,12.22,1.45,defect
63.084,-332.0,-212.0,22252.0,150.0,-646.0,-170.0,0.18,12.26,2.21,defect
63.192,-864.0,-1496.0,22636.0,-234.0,-242.0,-213.0,0.34,12.34,4.2,defect
63.3,4680.0,-12.0,18492.0,-357.0,879.0,-110.0,0.466,12.38,5.76,defect
63.408,1588.0,-1924.0,19860.0,-357.0,532.0,-120.0,0.443,12.36,5.47,defect
63.515,2700.0,-288.0,21504.0,-508.0,577.0,-39.0,0.298,12.28,3.66,defect
63.624,2104.0,-228.0,20596.0,-506.0,419.0,-145.0,0.143,12.23,1.74,defect
63.732,-1256.0,-520.0,21616.0,-484.0,38.0,-116.0,0.114,12.22,1.39,defect
63.839,392.0,-828.0,20024.0,-322.0,321.0,-83.0,0.206,12.28,1.91,defect
63.948,-52.0,-2116.0,21260.0,-183.0,44.0,-162.0,0.343,12.34,4.24,defect
64.056,-1428.0,912.0,20444.0,-437.0,-770.0,-124.0,0.432,12.38,5.34,defect
64.163,1412.0,2876.0,17472.0,-680.0,514.0,158.0,0.449,12.36,5.54,defect
64.272,-3604.0,-640.0,22332.0,-360.0,-662.0,44.0,0.328,12.32,4.03,defect
64.38,4720.0,-16.0,20200.0,-425.0,600.0,42.0,0.199,12.26,2.43,defect
64.488,-184.0,-456.0,21676.0,-339.0,-9.0,-128.0,0.115,12.22,1.41,defect
64.595,-1344.0,36.0,21652.0,-274.0,-117.0,-55.0,0.132,12.23,1.62,defect
64.704,2860.0,-1912.0,22244.0,51.0,417.0,106.0,0.213,12.28,2.62,defect
64.813,-436.0,-180.0,21284.0,-445.0,-114.0,-175.0,0.392,12.36,4.85,defect
64.921,760.0,-1304.0,22292.0,-394.0,651.0,-155.0,0.454,12.38,5.62,defect
65.028,792.0,-1372.0,21552.0,-256.0,417.0,-54.0,0.448,12.36,5.53,defect
65.137,-2088.0,1328.0,22456.0,-359.0,-220.0,40.0,0.266,12.3,3.26,defect
65.245,-804.0,-576.0,22512.0,-480.0,-41.0,-72.0,0.165,12.24,2.02,defect
65.352,-5304.0,-2996.0,22804.0,-358.0,-553.0,-217.0,0.115,12.22,1.41,defect
65.462,-212.0,304.0,22140.0,-351.0,-379.0,11.0,0.228,12.29,2.8,defect
65.569,-800.0,-1688.0,20840.0,-298.0,80.0,115.0,0.371,12.35,4.59,defect
65.678,-2580.0,-1888.0,20888.0,-268.0,-582.0,-81.0,0.449,12.37,5.56,defect
65.785,-1516.0,1232.0,21600.0,-377.0,-5.0,-68.0,0.412,12.34,5.08,defect
65.893,4816.0,752.0,16952.0,-466.0,1298.0,96.0,0.235,12.28,2.88,defect
66.002,-672.0,-1748.0,21036.0,-364.0,19.0,3.0,0.12,12.22,1.73,defect
66.109,4816.0,-388.0,19216.0,-351.0,914.0,-138.0,0.126,12.23,1.54,defect
66.217,3008.0,332.0,21824.0,-330.0,887.0,-43.0,0.196,12.28,2.41,defect
66.326,-1492.0,752.0,21156.0,-518.0,-191.0,34.0,0.387,12.36,4.79,defect
66.435,-1288.0,-700.0,23648.0,-367.0,-410.0,-166.0,0.455,12.38,5.64,defect
66.542,-344.0,-812.0,21572.0,-213.0,136.0,-75.0,0.448,12.36,5.53,defect
66.651,1088.0,-560.0,21240.0,-441.0,114.0,-158.0,0.252,12.29,3.09,defect
66.757,516.0,-172.0,20128.0,-629.0,-784.0,-68.0,0.151,12.23,1.84,defect
66.866,-740.0,-104.0,21940.0,-364.0,-88.0,-46.0,0.114,12.22,1.4,defect
66.974,2332.0,824.0,20644.0,-443.0,281.0,41.0,0.171,12.26,2.1,defect
67.083,508.0,-396.0,22004.0,-258.0,101.0,-79.0,0.301,12.33,3.72,defect
67.19,-2332.0,-1648.0,23140.0,-218.0,-260.0,-239.0,0.403,12.36,4.98,defect
67.3,-76.0,-1480.0,21872.0,-460.0,103.0,-128.0,0.453,12.36,5.59,defect
67.407,-300.0,-2648.0,24144.0,-252.0,14.0,-189.0,0.349,12.33,4.3,defect
67.516,5692.0,852.0,23084.0,-440.0,1854.0,148.0,0.223,12.27,2.73,defect
67.624,2812.0,-396.0,20888.0,-266.0,437.0,-101.0,0.117,12.22,1.43,defect
67.731,1448.0,-788.0,20948.0,-327.0,353.0,-115.0,0.123,12.23,1.51,defect
67.839,-4444.0,-2112.0,25788.0,-297.0,-756.0,-182.0,0.184,12.3,2.27,defect
67.948,6348.0,-324.0,20324.0,-457.0,1254.0,-66.0,0.415,12.36,5.13,defect
68.056,-148.0,-480.0,20672.0,-378.0,92.0,-63.0,0.451,12.38,5.58,defect
68.164,1472.0,336.0,21320.0,-406.0,170.0,-188.0,0.442,12.34,5.45,defect
68.273,2276.0,528.0,21328.0,-414.0,363.0,-58.0,0.25,12.29,3.06,defect
68.381,-236.0,-1416.0,19944.0,-499.0,-345.0,-133.0,0.151,12.24,1.85,defect
68.49,708.0,-1180.0,21608.0,-448.0,232.0,-153.0,0.117,12.22,1.41,defect
68.597,1968.0,-688.0,21344.0,-376.0,484.0,-138.0,0.165,12.26,2.02,defect
68.706,368.0,-636.0,22252.0,-291.0,-132.0,-19.0,0.301,12.32,3.71,defect
68.813,296.0,-852.0,22792.0,-475.0,69.0,-138.0,0.438,12.38,5.42,defect
68.921,-716.0,-1048.0,21956.0,-497.0,157.0,-174.0,0.458,12.37,5.67,defect
69.029,2456.0,704.0,22252.0,-478.0,314.0,-96.0,0.429,12.35,5.29,defect
69.137,3276.0,-656.0,17428.0,-413.0,976.0,50.0,0.231,12.28,2.82,defect
69.246,1992.0,36.0,19884.0,-251.0,238.0,-44.0,0.152,12.24,1.85,defect
69.354,528.0,796.0,20020.0,-316.0,55.0,-3.0,0.12,12.21,1.47,defect
69.462,-2492.0,-3356.0,23976.0,-237.0,-55.0,-334.0,0.156,12.25,1.91,defect
69.57,-4636.0,672.0,22724.0,-446.0,-1078.0,-39.0,0.285,12.31,3.51,defect
69.678,-80.0,-1140.0,19988.0,-382.0,630.0,-172.0,0.389,12.36,4.81,defect
69.785,424.0,-324.0,22824.0,-325.0,168.0,-42.0,0.451,12.37,5.57,defect
69.894,-3604.0,296.0,23584.0,-316.0,-749.0,-112.0,0.435,12.35,5.36,defect
70.002,-1072.0,304.0,20548.0,-495.0,-924.0,-65.0,0.276,12.28,3.39,defect
70.11,-536.0,-1428.0,22260.0,-371.0,-66.0,-172.0,0.141,12.23,1.72,defect
70.218,1784.0,-324.0,20992.0,-358.0,435.0,16.0,0.114,12.22,1.4,defect
70.326,2172.0,-248.0,22096.0,-330.0,505.0,23.0,0.199,12.28,1.89,defect
70.435,2772.0,1212.0,19224.0,-459.0,614.0,-171.0,0.349,12.34,4.31,defect
70.542,-772.0,-2340.0,22568.0,-240.0,-31.0,-65.0,0.429,12.38,5.31,defect
70.651,3228.0,-804.0,21512.0,-323.0,1096.0,-93.0,0.44,12.36,5.43,defect
70.758,3792.0,556.0,19132.0,-384.0,190.0,-102.0,0.311,12.32,3.82,defect
70.867,2972.0,624.0,20512.0,-138.0,297.0,-62.0,0.181,12.25,2.22,defect
70.975,2256.0,-764.0,20172.0,-306.0,435.0,-116.0,0.116,12.22,1.42,defect
71.082,2352.0,-1980.0,19920.0,-393.0,1029.0,-171.0,0.157,12.25,1.93,defect
71.191,576.0,-128.0,20608.0,-397.0,172.0,-54.0,0.28,12.32,3.45,defect
71.298,-3116.0,-700.0,20800.0,-240.0,-385.0,-18.0,0.43,12.37,5.32,defect
71.407,1352.0,-1304.0,21700.0,-318.0,645.0,-130.0,0.456,12.37,5.64,defect
71.515,512.0,-972.0,20300.0,-456.0,-204.0,24.0,0.417,12.35,5.14,defect
71.623,-660.0,-148.0,22736.0,-441.0,-1.0,-112.0,0.228,12.27,2.8,defect
71.73,2188.0,-864.0,23060.0,-228.0,297.0,-104.0,0.144,12.23,1.76,defect
71.839,3972.0,-1088.0,20452.0,-316.0,1003.0,-136.0,0.117,12.22,1.43,defect
71.946,1836.0,712.0,22108.0,-410.0,494.0,-111.0,0.178,12.26,2.18,defect
72.055,-1452.0,-220.0,21992.0,-403.0,233.0,-141.0,0.318,12.32,3.93,defect
72.164,-1348.0,-1564.0,21760.0,-424.0,95.0,-158.0,0.44,12.38,5.06,defect
72.271,-716.0,364.0,20888.0,-413.0,-451.0,6.0,0.455,12.37,5.62,defect
72.379,-1352.0,1408.0,22524.0,-413.0,-318.0,97.0,0.413,12.35,5.09,defect
72.488,2712.0,-2136.0,20896.0,-232.0,768.0,-255.0,0.213,12.26,2.61,defect
72.596,2328.0,-320.0,21208.0,-396.0,494.0,70.0,0.131,12.22,1.6,defect
72.704,820.0,-1232.0,22812.0,-279.0,59.0,-185.0,0.117,12.22,1.44,defect
72.812,-2036.0,-1612.0,20484.0,-321.0,-421.0,-212.0,0.235,12.3,2.9,defect
72.921,-652.0,204.0,22296.0,-502.0,-411.0,-133.0,0.428,12.37,5.3,defect
73.029,1032.0,-996.0,22536.0,-299.0,126.0,-140.0,0.434,12.37,5.37,defect
73.137,612.0,-1500.0,21568.0,-271.0,373.0,-13.0,0.353,12.33,4.35,defect
73.244,-244.0,-176.0,22452.0,-442.0,219.0,-190.0,0.216,12.26,2.65,defect
73.352,3612.0,-820.0,20704.0,-309.0,968.0,-249.0,0.132,12.22,1.61,defect
73.461,2392.0,444.0,21576.0,-283.0,438.0,18.0,0.138,12.24,1.69,defect
73.568,-2088.0,-996.0,22124.0,-486.0,222.0,-169.0,0.24,12.3,2.96,defect
73.676,384.0,-276.0,21796.0,-441.0,162.0,-165.0,0.361,12.35,4.47,defect
73.785,6540.0,424.0,18492.0,-599.0,1221.0,67.0,0.459,12.38,5.68,defect
73.893,1064.0,-524.0,19896.0,-437.0,368.0,-51.0,0.447,12.36,5.51,defect
74.001,4788.0,612.0,18916.0,-435.0,1117.0,-6.0,0.32,12.3,3.93,defect
74.109,-104.0,-772.0,22392.0,-411.0,13.0,-30.0,0.17,12.24,2.08,defect
74.218,9636.0,-928.0,16992.0,-28.0,1820.0,-138.0,0.117,12.22,1.43,defect
74.325,-692.0,72.0,22840.0,-289.0,399.0,-213.0,0.137,12.25,1.67,defect
74.434,1568.0,-328.0,20852.0,-346.0,285.0,58.0,0.298,12.32,3.68,defect
74.542,-1876.0,-1236.0,21972.0,-453.0,-249.0,-73.0,0.412,12.36,5.1,defect
74.649,-1336.0,-1664.0,25204.0,-325.0,-309.0,-55.0,0.454,12.37,5.58,defect
74.757,-416.0,-840.0,21832.0,-352.0,157.0,-176.0,0.359,12.33,4.41,defect
74.866,3464.0,-420.0,20680.0,-242.0,815.0,-41.0,0.218,12.27,2.67,defect
74.973,1524.0,356.0,19724.0,-339.0,561.0,39.0,0.118,12.22,1.44,defect
75.082,496.0,-524.0,20800.0,-163.0,-230.0,-206.0,0.129,12.24,1.58,defect
75.189,1100.0,-512.0,19740.0,-369.0,528.0,-12.0,0.24,12.3,2.96,defect
75.298,800.0,-972.0,20068.0,-405.0,711.0,-118.0,0.423,12.37,5.23,defect
75.407,-2872.0,-796.0,24468.0,-276.0,-265.0,-167.0,0.462,12.38,5.71,defect
75.513,-580.0,-588.0,22732.0,-277.0,-372.0,163.0,0.416,12.35,5.13,defect
75.622,3836.0,-368.0,21084.0,-490.0,574.0,122.0,0.205,12.26,2.51,defect
75.729,1692.0,-92.0,21304.0,-303.0,216.0,-67.0,0.131,12.22,1.6,defect
75.839,-2916.0,-2152.0,24640.0,-286.0,65.0,-112.0,0.117,12.22,1.44,defect
75.945,2220.0,64.0,20672.0,-270.0,439.0,-63.0,0.215,12.29,2.65,defect
76.054,-3308.0,-1972.0,24100.0,-304.0,-357.0,-307.0,0.348,12.34,4.3,defect
76.163,2760.0,-1428.0,20636.0,-212.0,518.0,-194.0,0.454,12.38,5.62,defect
76.272,5444.0,-36.0,21672.0,-320.0,1009.0,5.0,0.434,12.34,5.36,defect
76.38,2560.0,184.0,20272.0,-412.0,409.0,-15.0,0.287,12.3,3.53,defect
76.487,2060.0,-1988.0,20560.0,-251.0,615.0,-229.0,0.179,12.23,2.19,defect
76.595,1948.0,484.0,21048.0,-276.0,258.0,10.0,0.111,12.22,1.35,defect
76.703,-392.0,-1248.0,20484.0,-298.0,392.0,-134.0,0.141,12.24,1.73,defect
76.812,472.0,-536.0,21656.0,-290.0,166.0,-96.0,0.299,12.32,2.94,defect
76.92,5024.0,1416.0,19436.0,-606.0,683.0,107.0,0.399,12.36,4.94,defect
77.027,1472.0,888.0,20256.0,-357.0,111.0,112.0,0.45,12.37,5.57,defect
77.137,-3128.0,-1360.0,24412.0,-344.0,751.0,-162.0,0.367,12.34,4.51,defect
77.244,1692.0,-1112.0,19516.0,-341.0,524.0,-27.0,0.226,12.28,2.77,defect
77.354,-3856.0,-1808.0,24040.0,-270.0,-461.0,-202.0,0.141,12.23,1.72,defect
77.461,-2748.0,-1024.0,23344.0,-349.0,-435.0,-150.0,0.157,12.24,1.93,defect
77.57,272.0,-1396.0,22392.0,-171.0,5.0,-37.0,0.335,12.34,4.14,defect
77.679,244.0,-1028.0,23492.0,-523.0,381.0,-131.0,0.41,12.37,5.08,defect
77.787,3196.0,868.0,21128.0,-434.0,1046.0,-69.0,0.458,12.37,5.66,defect
77.895,-324.0,-880.0,21844.0,-386.0,194.0,-163.0,0.376,12.34,4.63,defect
78.003,460.0,616.0,22476.0,-520.0,-451.0,34.0,0.256,12.29,3.14,defect
78.111,1668.0,-2964.0,19404.0,-249.0,-125.0,83.0,0.133,12.22,1.62,defect
78.219,628.0,836.0,19580.0,-536.0,167.0,-99.0,0.118,12.22,1.44,defect
78.326,-48.0,-2124.0,21672.0,-283.0,-10.0,-247.0,0.167,12.26,2.05,defect
78.435,2668.0,-1128.0,18424.0,-306.0,761.0,-40.0,0.367,12.35,4.54,defect
78.543,1480.0,-1384.0,20236.0,-243.0,266.0,-150.0,0.452,12.38,5.59,defect
78.651,764.0,-2556.0,21996.0,-458.0,251.0,-227.0,0.449,12.36,5.54,defect
78.759,1600.0,-1972.0,21324.0,-327.0,473.0,-127.0,0.297,12.31,3.65,defect
78.867,1824.0,-1308.0,20960.0,-370.0,227.0,8.0,0.187,12.26,2.29,defect
78.974,1368.0,-1572.0,21204.0,-233.0,452.0,-69.0,0.123,12.22,1.51,defect
79.083,-1100.0,-1804.0,21512.0,-266.0,-147.0,-57.0,0.137,12.24,1.68,defect
79.191,-44.0,-1476.0,22148.0,-280.0,376.0,-183.0,0.22,12.29,2.71,defect
79.3,-1836.0,1288.0,23072.0,-440.0,-172.0,-3.0,0.401,12.36,4.43,defect
79.408,580.0,504.0,21416.0,-229.0,-56.0,-158.0,0.463,12.38,5.73,defect
79.515,-140.0,-1268.0,21004.0,-229.0,182.0,-35.0,0.432,12.34,5.33,defect
79.623,1052.0,-316.0,21400.0,-328.0,7.0,47.0,0.226,12.27,2.77,defect
79.732,-48.0,-1092.0,21744.0,-348.0,-167.0,-281.0,0.143,12.22,1.74,defect
79.84,-3204.0,-1452.0,25588.0,-338.0,-504.0,-240.0,0.115,12.22,1.41,defect
79.948,1100.0,-248.0,23220.0,-372.0,66.0,-176.0,0.273,12.31,3.36,defect
80.057,-632.0,-912.0,23084.0,-363.0,-18.0,-219.0,0.381,12.36,4.72,defect
80.164,-648.0,-644.0,19744.0,-159.0,-175.0,-250.0,0.456,12.38,5.64,defect
80.272,1748.0,-528.0,20536.0,-638.0,537.0,-55.0,0.4,12.34,4.93,defect
80.38,-356.0,-2712.0,21892.0,-229.0,191.0,-209.0,0.272,12.3,3.34,defect
80.488,-320.0,-612.0,20188.0,-392.0,34.0,-41.0,0.183,12.25,2.23,defect
80.597,-1932.0,-24.0,21708.0,-426.0,241.0,-114.0,0.117,12.22,1.43,defect
80.705,696.0,-360.0,21264.0,-387.0,13.0,29.0,0.14,12.24,1.72,defect
80.812,2364.0,316.0,24316.0,-476.0,310.0,-113.0,0.241,12.3,2.97,defect
80.922,-3784.0,-1312.0,23440.0,-267.0,63.0,-121.0,0.409,12.36,5.06,defect
81.029,2852.0,-924.0,21560.0,-119.0,316.0,110.0,0.455,12.38,5.63,defect
81.138,292.0,-1536.0,21964.0,-305.0,481.0,-138.0,0.443,12.34,5.47,defect
81.246,-924.0,-140.0,22260.0,-547.0,-488.0,-230.0,0.254,12.28,3.11,defect
81.354,4176.0,-1632.0,16884.0,-336.0,1180.0,-25.0,0.154,12.23,1.88,defect
81.462,3620.0,584.0,21404.0,-375.0,499.0,-25.0,0.123,12.22,1.41,defect
81.57,864.0,684.0,22708.0,-285.0,-15.0,-9.0,0.197,12.25,2.42,defect
81.678,4792.0,1560.0,19316.0,-411.0,905.0,-62.0,0.326,12.33,4.02,defect
81.785,-1900.0,-520.0,22408.0,-357.0,-527.0,-108.0,0.445,12.38,5.2,defect
81.893,5192.0,276.0,17528.0,-319.0,794.0,133.0,0.436,12.36,5.38,defect
82.002,-3124.0,-3016.0,23496.0,-292.0,-86.0,-110.0,0.296,12.31,3.63,defect
82.11,-856.0,-804.0,20648.0,-482.0,-40.0,-87.0,0.14,12.23,1.71,defect
82.218,2112.0,-1804.0,21432.0,-361.0,523.0,-22.0,0.117,12.22,1.43,defect
82.325,-1492.0,-1124.0,22936.0,-355.0,-78.0,-238.0,0.162,12.25,1.99,defect
82.434,3736.0,876.0,19616.0,-348.0,420.0,-55.0,0.35,12.34,4.33,defect
82.542,-248.0,-604.0,20384.0,-456.0,62.0,-185.0,0.458,12.38,5.67,defect
82.65,576.0,-48.0,20400.0,-327.0,-38.0,23.0,0.452,12.37,5.59,defect
82.758,300.0,-708.0,23724.0,-279.0,112.0,-90.0,0.31,12.32,3.81,defect
82.867,-1368.0,212.0,22672.0,-658.0,915.0,-180.0,0.194,12.26,2.38,defect
82.975,1600.0,-560.0,22288.0,-215.0,33.0,-68.0,0.125,12.22,1.53,defect
83.083,3968.0,-244.0,19064.0,-274.0,979.0,-39.0,0.138,12.24,1.69,defect
83.19,4312.0,-1176.0,21060.0,-381.0,1046.0,-48.0,0.227,12.29,2.8,defect
83.298,7680.0,-672.0,17716.0,-255.0,1763.0,67.0,0.359,12.36,4.44,defect
83.407,76.0,-1624.0,19928.0,-296.0,-127.0,-38.0,0.455,12.38,5.63,defect
83.515,4028.0,-624.0,19484.0,-348.0,510.0,-19.0,0.446,12.36,5.5,defect
83.623,-1928.0,-572.0,23312.0,-397.0,-347.0,-151.0,0.243,12.29,3.66,defect
83.73,672.0,240.0,21080.0,-392.0,135.0,-31.0,0.151,12.24,1.84,defect
83.839,300.0,-1036.0,22288.0,-296.0,111.0,-74.0,0.114,12.22,1.4,defect
83.947,1504.0,-72.0,21224.0,-331.0,36.0,-123.0,0.157,12.25,1.93,defect
84.055,3776.0,128.0,21728.0,-336.0,592.0,55.0,0.276,12.32,3.41,defect
84.163,4248.0,-220.0,20796.0,-482.0,452.0,-37.0,0.398,12.36,4.93,defect
84.271,-1712.0,960.0,20964.0,-533.0,-301.0,27.0,0.468,12.37,5.79,defect
84.38,4012.0,1200.0,20444.0,-419.0,455.0,234.0,0.418,12.35,5.15,defect
84.488,-5440.0,-456.0,26540.0,-296.0,575.0,-334.0,0.275,12.3,3.37,defect
84.596,3640.0,1276.0,21840.0,-510.0,468.0,172.0,0.144,12.22,1.75,defect
84.703,884.0,-292.0,21672.0,-470.0,171.0,-11.0,0.115,12.22,1.41,defect
84.811,-1276.0,184.0,22232.0,-366.0,-95.0,-115.0,0.15,12.24,1.84,defect
84.92,-216.0,-1880.0,20060.0,-324.0,329.0,-170.0,0.313,12.33,3.86,defect
85.028,5416.0,-1276.0,19492.0,-191.0,1002.0,-85.0,0.414,12.37,5.12,defect
85.136,1412.0,684.0,18604.0,-469.0,484.0,193.0,0.453,12.37,5.6,defect
85.243,4508.0,1020.0,17648.0,-350.0,639.0,55.0,0.373,12.34,4.59,defect
85.352,5376.0,392.0,20544.0,-375.0,865.0,-33.0,0.247,12.28,3.02,defect
85.461,1592.0,-308.0,19236.0,-364.0,264.0,67.0,0.129,12.22,1.97,defect
85.568,9424.0,-2692.0,17420.0,-13.0,2433.0,-439.0,0.115,12.22,1.4,defect
85.675,672.0,44.0,21840.0,-478.0,267.0,-148.0,0.148,12.25,1.82,defect
85.784,664.0,-576.0,19112.0,-395.0,248.0,-68.0,0.336,12.34,4.15,defect
85.891,-1880.0,-748.0,21584.0,-258.0,-233.0,-205.0,0.433,12.37,5.36,defect
85.999,3016.0,164.0,19816.0,-389.0,236.0,-19.0,0.459,12.37,5.68,defect
86.108,-2408.0,-1472.0,21236.0,-379.0,-33.0,-211.0,0.342,12.33,4.21,defect
86.216,2452.0,1244.0,19184.0,-525.0,446.0,-22.0,0.219,12.27,2.68,defect
86.323,2476.0,-468.0,19940.0,-374.0,369.0,-6.0,0.141,12.23,1.73,defect
86.432,5688.0,-1924.0,20060.0,-347.0,1264.0,38.0,0.121,12.23,1.48,defect
86.541,-2832.0,-344.0,22372.0,-339.0,-515.0,-156.0,0.164,12.25,2.02,defect
86.648,828.0,-820.0,22184.0,-373.0,199.0,-141.0,0.285,12.31,3.52,defect
86.757,4456.0,-1880.0,19828.0,-246.0,1117.0,-183.0,0.419,12.37,5.19,defect
86.865,3040.0,108.0,22036.0,-368.0,419.0,19.0,0.467,12.38,5.77,defect
86.973,5812.0,1628.0,20548.0,-844.0,1808.0,124.0,0.452,12.34,5.57,defect
87.08,-2548.0,-2352.0,27824.0,-288.0,-325.0,-422.0,0.259,12.29,3.17,defect
87.19,1532.0,16.0,21132.0,-418.0,168.0,-103.0,0.145,12.23,1.77,defect
87.298,-720.0,312.0,22332.0,-407.0,69.0,-98.0,0.115,12.22,1.41,defect
87.406,716.0,-1028.0,25208.0,-439.0,32.0,-110.0,0.146,12.24,1.79,defect
87.513,1384.0,-472.0,21680.0,-371.0,357.0,0.0,0.261,12.3,3.21,defect
87.622,5292.0,252.0,19860.0,-365.0,834.0,129.0,0.399,12.36,4.38,defect
87.729,-236.0,-1280.0,21528.0,-258.0,204.0,-41.0,0.45,12.38,5.56,defect
87.838,-812.0,-716.0,22724.0,-424.0,-223.0,-138.0,0.449,12.36,5.54,defect
87.946,1148.0,-776.0,20852.0,-312.0,833.0,-159.0,0.301,12.31,4.51,defect
88.054,3300.0,-304.0,21088.0,-313.0,697.0,1.0,0.188,12.26,2.3,defect
88.163,2068.0,412.0,22604.0,-325.0,305.0,-124.0,0.122,12.22,1.49,defect
88.271,1928.0,-368.0,20820.0,-366.0,269.0,-40.0,0.137,12.24,1.68,defect
88.378,1796.0,-272.0,21264.0,-153.0,233.0,-28.0,0.223,12.3,2.75,defect
88.487,344.0,-1864.0,21480.0,-387.0,168.0,-252.0,0.354,12.34,4.38,defect
88.595,-824.0,-1304.0,22672.0,-355.0,34.0,-242.0,0.447,12.38,5.53,defect
88.703,-112.0,-436.0,17988.0,-345.0,-364.0,-394.0,0.457,12.36,5.65,defect
88.811,4796.0,584.0,18036.0,-461.0,686.0,165.0,0.366,12.34,4.5,defect
88.919,-4136.0,-28.0,22628.0,-377.0,-868.0,-83.0,0.185,12.25,2.27,defect
89.028,-4412.0,-752.0,23768.0,-302.0,-1047.0,-118.0,0.127,12.22,1.56,defect
89.136,-1352.0,140.0,22028.0,-454.0,-205.0,-58.0,0.136,12.23,1.66,defect
89.244,1772.0,1312.0,22392.0,-442.0,290.0,40.0,0.27,12.3,3.33,defect
89.351,-5148.0,32.0,22844.0,-583.0,-494.0,-180.0,0.373,12.36,4.61,defect
89.46,304.0,-608.0,21540.0,-339.0,61.0,-121.0,0.449,12.38,5.56,defect
89.569,-2572.0,-2516.0,23608.0,-320.0,-338.0,-189.0,0.444,12.36,5.48,defect
89.676,2616.0,260.0,20920.0,-341.0,566.0,13.0,0.284,12.3,3.49,defect
89.786,-1236.0,-904.0,21492.0,-375.0,-1202.0,136.0,0.196,12.26,2.41,defect
89.892,220.0,-1932.0,21412.0,-220.0,115.0,-25.0,0.117,12.22,1.44,defect
90.002,-376.0,-464.0,21616.0,-366.0,-166.0,-44.0,0.123,12.23,1.51,defect
90.109,-512.0,-864.0,21388.0,-373.0,103.0,-169.0,0.172,12.29,2.11,defect
90.217,1412.0,-2620.0,19028.0,-217.0,1008.0,-52.0,0.344,12.34,4.26,defect
90.326,1628.0,-208.0,21772.0,-482.0,418.0,27.0,0.424,12.37,5.25,defect
90.434,5120.0,-900.0,18672.0,-347.0,875.0,-92.0,0.452,12.37,5.51,defect
90.542,4124.0,-1176.0,21340.0,-258.0,763.0,-34.0,0.432,12.35,5.33,defect
90.649,1108.0,592.0,22664.0,-469.0,32.0,20.0,0.321,12.32,3.95,defect
90.757,6404.0,-296.0,16928.0,-287.0,41.0,82.0,0.176,12.25,2.16,defect
90.865,3852.0,-1260.0,21696.0,-428.0,875.0,-150.0,0.125,12.22,1.53,defect
90.974,8.0,-1340.0,21448.0,-273.0,136.0,-134.0,0.118,12.22,1.45,defect
91.082,2440.0,-1728.0,21484.0,-391.0,455.0,-159.0,0.207,12.28,2.55,defect
91.19,496.0,712.0,17164.0,-454.0,278.0,-16.0,0.339,12.34,4.19,defect
91.297,2004.0,-1824.0,23128.0,-377.0,1268.0,23.0,0.429,12.37,5.32,defect
91.406,-1044.0,-632.0,22652.0,-451.0,-78.0,-214.0,0.447,12.36,5.52,defect
91.515,-2676.0,-2092.0,23848.0,-299.0,-396.0,-78.0,0.322,12.32,3.96,defect
